pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
HD 17092 b,HD 17092,1,1,2007,359.89999,1.31,,,3219.6179,10.13,0.17,,,,,,4326,13.58,6.73,0.18,[Fe/H],3,228.422,7.732,4.807,7.33993
HD 171028 b,HD 171028,1,1,2007,550,1.32,,,832.7146,2.62,0.59,,,,,,5671,2.47,1.53,-0.48,[Fe/H],3.84,111.659,8.292,6.604,8.10233
HD 171238 b,HD 171238,1,1,2009,1532,2.57,,,864.4976,2.72,0.234,,,,,G8 V,5440,1.01,0.96,0.2,[Fe/H],,44.8113,8.61,6.831,8.41099
HD 17156 b,HD 17156,1,1,2007,21.21663,,12.33,1.1,1115.5833,3.51,0.68,,,87.82,,,6040,1.55,1.41,0.19,[Fe/H],4.2,78.0863,8.17,6.763,8.03298
HD 173416 b,HD 173416,1,1,2008,322.03,1.158,,,585.1221,1.841,0.208,,,,,G8,4683,13.5,2,-0.22,[Fe/H],2.48,132.184,6.04188,3.814,5.75681
HD 174205 b,HD 174205,1,1,2022,582,1.7,,,1334.87931,4.2,0.4,,,,,K2,4308,26.6,1.8,-0.28,[Fe/H],1.8,234.027,6.28209,3.574,5.89765
HD 175167 b,HD 175167,1,1,2009,1276.07604,2.307,,,2037.59792,6.411,0.528,,,94.637,,,,,1,,,,71.0863,8.01,6.288,7.82424
HD 175541 b,HD 175541,1,1,2007,298.43,0.975,,,190.06234,0.598,0.11,,,,,,5013,4.19,1.39,,,3.33,129.603,8.020001,5.829,7.75927
HD 175607 b,HD 175607,1,1,2015,29.01,,,,8.98,0.02825,0.11,,,,,G6 V,5392,0.7,0.71,-0.62,[Fe/H],4.64,40.3303,8.6,6.881,8.40957
HD 17674 b,HD 17674,1,1,2017,623.8,1.42,,,276.5121,0.87,0.13,,,,,G0 V,5904,1.18,0.98,-0.16,[Fe/H],4.34,44.4264,7.535,6.093,7.40113
HD 176986 b,HD 176986,1,2,2017,6.4898,0.06296,,,5.74,0.01806,0.066,83.5,,,,K2.5 V,4931,0.78,0.79,0.03,[Fe/H],4.44,27.7843,8.42,6.22,8.14249
HD 176986 c,HD 176986,1,2,2017,16.8191,0.11878,,,9.18,0.02888,0.111,23.5,,,,K2.5 V,4931,0.78,0.79,0.03,[Fe/H],4.44,27.7843,8.42,6.22,8.14249
HD 177565 b,HD 177565,1,1,2017,44.505,0.246,,,15.1,0.04751,0.0593,,,,,,,,1,,,,16.9179,6.15,4.539,5.9739
HD 177830 b,HD 177830,2,2,1999,410.10001,1.14,,,537.1327,1.69,0.1,,,,,,4901,3.26,1.7,0.42,[Fe/H],3.64,62.7674,7.18,4.809,6.8866
HD 177830 c,HD 177830,2,2,2010,110.9,0.5137,,,47.6725,0.15,0.3,,,,,,4949,2.62,1.47,0.545,[Fe/H],3.65,62.7674,7.18,4.809,6.8866
HD 178911 B b,HD 178911 B,3,1,2001,71.484,0.34,,,2552.1749,8.03,0.11,,,,,,5588,1.08,1.24,0.24,[Fe/H],4.46,40.9727,7.97,6.375,7.86705
HD 179079 b,HD 179079,1,1,2008,14.479,0.1214,,,25.74423,0.081,0.049,,,,,G5 IV,5646,1.63,1.14,0.24,[Fe/H],,69.7116,7.95,6.311,7.77454
HD 179949 b,HD 179949,1,1,2000,3.092514,0.0443,,,291.12,0.916,0.022,,,,,,6168,,1.21,0.137,[Fe/H],4.34,27.4573,6.25,4.936,6.1106
HD 180053 b,HD 180053,1,1,2018,213.72,0.843,,,697.31902,2.194,0.081,,,,,,5131,4.06,1.75,,,3.54,137.043,7.93,5.84,7.70327
HD 18015 b,HD 18015,1,1,2018,2278,3.87,,,1010.6994,3.18,0.148,,,,,,5603,3.13,1.49,,,3.64,123.801,7.89,6.204,7.72194
HD 180314 b,HD 180314,1,1,2010,394.73,1.448,,,7216.92964,22.707,0.247,,,,,,4917,9.2,2.6,0.2,[Fe/H],2.98,122.362,6.61519,4.312,6.34583
HD 180617 b,HD 180617,2,1,2018,105.911,0.343,,,12.214,0.03843,0.101,,,,,,3534,0.48,0.48,-0.04,[Fe/H],4.9,5.91059,9.12,4.673,8.0976
HD 180902 b,HD 180902,2,1,2009,510.9,1.4,,,535.54355,1.685,0.107,,,,,,4961,4.16,1.41,,,3.36,104.577,7.78,5.543,7.52132
HD 181234 b,HD 181234,1,1,2019,7593.40512,7.427,,,2980.91263,9.379,0.726,,,98.732,,,,,0.94,,,,47.7458,8.59,6.689,8.36926
HD 181342 b,HD 181342,1,1,2009,564.1,1.592,,,807.2882,2.54,0.022,,,,,,4945,4.71,1.69,,,3.28,120.391,7.55,5.251,7.28405
HD 18143 b,HD 18143,1,2,2022,10.2851,0.088,,,10.80617,0.034,0.224,,,,,,,,0.85,,,,22.5243,7.518,5.427,7.33209
HD 18143 c,HD 18143,1,2,2022,28982.41764,17.53,,,3177.64841,9.998,0.194,,,35.98,,,,,0.85,,,,22.5243,7.518,5.427,7.33209
HD 181433 b,HD 181433,1,3,2008,9.3743,0.08,,,6.3566,0.02,0.4,,,,,,4918,0.79,0.63,0.38,[Fe/H],4.45,26.8762,8.4,6.094,8.09228
HD 181433 c,HD 181433,1,3,2008,962,1.76,,,203,0.64,0.28,,,,,K3 IV,4962,,0.78,0.33,[Fe/H],4.37,26.8762,8.4,6.094,8.09228
HD 181433 d,HD 181433,1,3,2008,2172,3,,,171,0.54,0.48,,,,,K3 IV,4962,,0.78,0.33,[Fe/H],4.37,26.8762,8.4,6.094,8.09228
HD 181720 b,HD 181720,1,1,2009,956,1.85,,,127.132,0.4,0.26,,,,,,5736,1.5,1.03,-0.62,[Fe/H],4.09,60.2046,7.84,6.294,7.67484
HD 183263 b,HD 183263,1,2,2004,624.87404,1.46,,,1103.1824,3.471,0.383,,,,,,,,1.06,,,,54.1955,7.86,6.422,7.71818
HD 183263 c,HD 183263,1,2,2008,4667.97841,5.585,,,2958.98247,9.31,0.051,,,73.718,,,,,1.06,,,,54.1955,7.86,6.422,7.71818
HD 183579 b,HD 183579,1,1,2021,17.471278,0.1334,3.55,0.317,19.7,0.06198,0.28,58.1,769,89.33,,,5788,0.98,1.03,-0.023,[Fe/H],4.5,57.2651,8.67,7.15,8.51549
HD 184010 b,HD 184010,1,3,2022,286.6,0.94,,,98.52681,0.31,0,,,,,K0 III-IV,4971,4.86,1.35,-0.17,[Fe/H],3.18,60.7993,5.88639,3.98,5.64508
HD 184010 c,HD 184010,1,3,2022,484.3,1.334,,,95.34852,0.3,0,,,,,K0 III-IV,4971,4.86,1.35,-0.17,[Fe/H],3.18,60.7993,5.88639,3.98,5.64508
HD 184010 d,HD 184010,1,3,2022,836.4,1.92,,,143.02278,0.45,0,,,,,K0 III-IV,4971,4.86,1.35,-0.17,[Fe/H],3.18,60.7993,5.88639,3.98,5.64508
HD 18438 b,HD 18438,1,1,2023,803,2.1,,,6674.39655,21,0.1,,,,,M2.5 III,3860,88.47,1.84,-0.4,[Fe/H],0.9,224.146,5.50474,1.325,4.73199
HD 185269 b,HD 185269,3,1,2006,6.83776,0.077,,,321.0083,1.01,0.229,,,,,,5923,2,1.3,,,3.92,51.9917,6.67973,5.26,6.51831
HD 185283 b,HD 185283,1,1,2023,4060,4.6,,,413.17693,1.3,0.07,,,91,,K3 V,,,0.8,,,,31.395,9.03,6.601,8.71311
HD 18599 b,HD 18599,2,1,2022,4.1374354,0.048,2.6,0.232,24.1,0.07583,0.34,,,87.6,,K2 V,5145,0.77,0.86,0,[Fe/H],4.54,38.5653,8.99,6.883,8.73117
HD 187085 b,HD 187085,1,1,2006,1019.74,2.1,,,265.70588,0.836,0.251,,,,,,6117,1.27,1.19,0.12,[Fe/H],4.28,45.8993,7.22,5.876,7.07508
HD 187123 b,HD 187123,1,2,1998,3.0965828,0.0426,,,166.218,0.523,0.0103,,,,,,5790,1.15,1.04,0.09,[M/H],4.33,45.9548,7.83,6.337,7.67284
HD 187123 c,HD 187123,1,2,2008,3810,4.89,,,632.46,1.99,0.252,,,,,,5790,1.15,1.04,0.09,[M/H],4.33,45.9548,7.83,6.337,7.67284
HD 18742 b,HD 18742,1,1,2011,766,1.82,,,1080.622,3.4,0.04,,,,,,4940,5.13,1.36,,,3.09,162.685,7.81,5.554,7.55464
HD 188015 b,HD 188015,2,1,2004,461.2,1.203,,,476.72,1.5,0.137,,,,,,5746,,1.09,0.289,[Fe/H],4.45,50.6706,8.24,6.632,8.06588
HD 188641 b,HD 188641,1,1,2022,14583.81038,12.027,,,9333.03117,29.365,0.034,,,49.245,,,,,1.07,,,,64.3399,7.34,5.8,7.17761
HD 189567 b,HD 189567,1,2,2021,14.288,0.111,,,8.5,0.02674,0.189,,,,,G3 V,5726,,0.83,-0.24,[Fe/H],4.41,17.9055,6.074,4.511,5.9098
HD 189567 c,HD 189567,1,2,2021,33.688,0.197,,,7,0.02202,0.16,,,,,G3 V,5726,,0.83,-0.24,[Fe/H],4.41,17.9055,6.074,4.511,5.9098
HD 189733 b,HD 189733,2,1,2005,2.21857567,,12.666,1.13,359.1479,1.13,0,,,85.71,,,5052,0.75,0.79,-0.02,[Fe/H],4.49,19.7638,7.67,5.541,7.41432
HD 190007 b,HD 190007,1,1,2020,11.724128,,,,15.5,0.04877,0.136,,,,,K4 V,4610,,0.77,0.16,[Fe/H],4.58,12.7141,7.46,4.796,7.06341
HD 190228 b,HD 190228,1,1,2022,1143.59858,2.406,,,1598.67689,5.03,0.559,,,94.987,,,,,1.42,,,,62.7146,7.3,5.352,7.08482
HD 190360 b,HD 190360,2,2,2003,2854,3.9,,,572.09113,1.8,0.34,,150,80.2,,G V,,,1,,,,16.0069,5.738,4.076,5.55436
HD 190360 c,HD 190360,2,2,2005,17.111,0.1304,,,19.069,0.06,0.237,,,,,,5549,1.17,0.98,0.19,[M/H],4.29,16.0069,5.738,4.076,5.55436
HD 190647 b,HD 190647,1,1,2007,1176.45,2.231,,,630.89255,1.985,0.224,,,,,,5656,1.38,1.07,0.23,[Fe/H],4.16,54.4738,7.78,6.161,7.5942
HD 190984 b,HD 190984,1,1,2009,4885,5.5,,,985.2,3.1,0.57,,,,,F8 V,5988,1.53,0.91,-0.48,[Fe/H],4.02,148.187,8.76,7.319,8.61126
HD 191806 b,HD 191806,1,1,2016,1603.38923,2.749,,,2966.61035,9.334,0.213,,,66.519,,,,,1.07,,,,65.6668,8.09,6.639,7.93339
HD 191939 b,HD 191939,1,6,2020,8.8803256,0.0804,3.41,0.304,10,0.03146,0.031,100,880,88.1,,G9 V,5348,0.94,0.81,-0.15,[Fe/H],4.3,53.6089,8.97,7.18,8.77476
HD 191939 c,HD 191939,1,6,2020,28.579743,0.1752,3.195,0.285,8,0.02517,0.034,21,600,89.1,,G9 V,5348,0.94,0.81,-0.15,[Fe/H],4.3,53.6089,8.97,7.18,8.77476
HD 191939 d,HD 191939,1,6,2020,38.353037,0.2132,2.995,0.267,2.8,0.00881,0.031,14.3,540,89.49,,G9 V,5348,0.94,0.81,-0.15,[Fe/H],4.3,53.6089,8.97,7.18,8.77476
HD 191939 e,HD 191939,1,6,2022,101.12,0.407,,,112.2,0.35302,0.031,3.9,390,,,G9 V,5348,0.94,0.81,-0.15,[Fe/H],4.3,53.6089,8.97,7.18,8.77476
HD 191939 f,HD 191939,1,6,2022,2200,3.2,,,660,2.07659,,,125,,,G9 V,5348,0.94,0.81,-0.15,[Fe/H],4.3,53.6089,8.97,7.18,8.77476
HD 191939 g,HD 191939,1,6,2022,284,0.812,,,13.5,0.04248,0.03,0.99,278,,,G9 V,5348,0.94,0.81,-0.15,[Fe/H],4.3,53.6089,8.97,7.18,8.77476
HD 192263 b,HD 192263,1,1,1999,24.3556,0.15,,,177.9848,0.56,0.05,,,,,,4976,0.74,0.66,0.03,[Fe/H],4.51,19.6359,7.79,5.537,7.49558
HD 192310 b,HD 192310,1,2,2011,74.72,0.32,,,16.9,0.0532,0.13,,355,90,,,5166,,0.8,-0.04,[Fe/H],4.51,8.79687,5.73,3.501,5.47661
HD 192310 c,HD 192310,1,2,2011,525.8,1.18,,,24,0.076,0.32,,185,90,,,5166,,0.8,-0.04,[Fe/H],4.51,8.79687,5.73,3.501,5.47661
HD 192699 b,HD 192699,1,1,2007,340.94,1.063,,,666.17168,2.096,0.082,,,,,,5041,4.41,1.38,,,3.25,71.8627,6.45591,4.366,6.21085
HD 194490 b,HD 194490,1,1,2022,13092.18348,11.116,,,3561.90296,11.207,0.251,,,57.99,,,,,1.06,,,,80.2349,8.99,7.533,8.82731
HD 195019 b,HD 195019,2,1,1998,18.20132,0.14,,,1264.9634,3.98,0.01,,,,,,5751,1.48,1.21,0.05,[Fe/H],4.18,37.6681,6.87591,5.256,6.72911
HD 196050 b,HD 196050,3,1,2002,1392,2.65,,,1493.79351,4.7,0.2,,,42,,G3 V,,,1.27,,,,50.6742,7.5,6.034,7.3407
HD 196067 b,HD 196067,2,1,2012,3638,5.02,,,2192.9,6.9,0.66,,,,,G1 V,6017,1.73,1.29,0.18,[Fe/H],4.24,39.9346,6.51,5.08,6.33009
HD 19615 b,HD 19615,1,1,2022,402,1.1,,,2701.54146,8.5,0.2,,,,,K0,4263,32.3,1.1,-0.31,[Fe/H],1.4,265.155,6.55594,3.062,6.02012
HD 196885 A b,HD 196885 A,2,1,2007,1333,2.37,,,819.97,2.58,0.48,,,,,,6254,1.31,1.28,0.22,[Fe/H],4.31,34.1692,6.39677,5.072,6.26141
HD 197037 b,HD 197037,2,1,2012,1035.7,2.07,,,251,0.79,0.22,,,,,F7 V,6150,,1.11,-0.2,[Fe/H],4.4,33.1944,6.82294,5.488,6.67106
HD 199509 b,HD 199509,1,1,2022,99.62167,0.426,,,43.22466,0.136,0.373,,,,,,,,1.04,,,,24.3056,6.98,5.425,6.817
HD 19994 b,HD 19994,3,1,2003,466.2,1.305,,,435.41,1.37,0.063,,,,,F8 V,6188,,1.36,0.27,[Fe/H],,22.5242,5.06345,3.748,4.93038
HD 20003 b,HD 20003,1,2,2019,11.8482,0.0974,,,11.66,0.0367,0.36,,,,,G8 V,5494,,0.88,0.04,[Fe/H],4.41,41.8316,8.39,6.647,8.19184
HD 20003 c,HD 20003,1,2,2019,33.9239,0.1964,,,14.44,0.0454,0.1,,,,,G8 V,5494,,0.88,0.04,[Fe/H],4.41,41.8316,8.39,6.647,8.19184
HD 200964 b,HD 200964,1,2,2010,606.3,1.565,,,508.21017,1.599,0.087,,,,,,4982,4.92,1.39,,,3.22,72.5922,6.48605,4.286,6.23723
HD 200964 c,HD 200964,1,2,2010,852.5,1.96,,,385.84562,1.214,0.243,,,,,,4982,4.92,1.39,,,3.22,72.5922,6.48605,4.286,6.23723
HD 202206 c,HD 202206,2,1,2004,1260,2.41,,,5689.157,17.9,0.22,,,7.7,,G6 V,5766,1.04,1.07,0.3,[Fe/H],4.5,45.9665,8.08,6.485,7.91051
HD 202696 b,HD 202696,1,2,2019,517.8,1.566,,,634.38868,1.996,0.011,,,90,,K0 III-IV,5040,6.43,1.91,0.02,[Fe/H],3.11,188.546,8.23,5.877,7.95929
HD 202696 c,HD 202696,1,2,2019,946.6,2.342,,,592.43512,1.864,0.028,,,90,,K0 III-IV,5040,6.43,1.91,0.02,[Fe/H],3.11,188.546,8.23,5.877,7.95929
HD 202772 A b,HD 202772 A,2,1,2019,3.308958,0.05208,17.318,1.545,323.23311,1.017,0.038,3440,2132,84.51,,,6272,2.59,1.72,0.3,[Fe/H],3.85,161.498,8.324,6.959,8.22688
HD 203030 b,HD 203030,1,1,2006,,,14.46,1.29,3496.11248,11,,,1040,,,G8 V,,,,,,,39.2503,8.45,6.653,8.24663
HD 20329 b,HD 20329,1,1,2022,0.926118,0.018,1.72,0.153,7.42,0.02335,0,3474,2141,76.01,,,5596,1.13,0.9,-0.07,[Fe/H],4.4,63.6796,8.76,7.116,8.59089
HD 203387 b,HD 203387,1,2,2022,512.5352,1.771,,,1106.04286,3.48,0.732,,,,,,,,2.82,,,,61.7477,4.28,2.206,4.05534
HD 203387 c,HD 203387,1,2,2022,2481.07227,5.067,,,2378.94563,7.485,0.202,,,158.462,,,,,2.82,,,,61.7477,4.28,2.206,4.05534
HD 2039 b,HD 2039,1,1,2002,1120,2.2,,,1999.1507,6.29,0.71,,,,,,5945,1.19,1.23,0.3,[Fe/H],4.38,85.6922,9,7.549,8.85974
HD 204313 b,HD 204313,1,3,2010,2041.11539,3.185,,,1466.7781,4.615,0.1,,,72.917,,,,,1.03,,,,47.7945,7.99,6.459,7.83246
HD 204313 c,HD 204313,1,3,2015,34.95875,0.211,,,17.16273,0.054,0.059,,,,,,,,1.03,,,,47.7945,7.99,6.459,7.83246
HD 204313 e,HD 204313,1,3,2022,7325.64666,7.457,,,4868.17771,15.317,0.253,,,176.092,,,,,1.03,,,,47.7945,7.99,6.459,7.83246
HD 204941 b,HD 204941,2,1,2011,1733,2.55,,,73.1009,0.23,0.37,,,,,,5026,0.78,0.58,-0.19,[Fe/H],4.42,28.7165,8.45,6.357,8.19092
HD 205158 b,HD 205158,1,1,2022,25.33798,0.177,,,124.58874,0.392,0.145,,,,,,,,1.16,,,,86.6159,7.84,6.457,7.71934
HD 205739 b,HD 205739,1,1,2008,279.8,0.896,,,435.41,1.37,0.27,,,,,,6176,1.33,1.22,0.19,[Fe/H],4.29,92.5087,8.56,7.299,8.41991
HD 206255 b,HD 206255,1,1,2019,96.045,0.461,,,34.2,0.1076,0.23,,,,,G5 IV/V,5635,,1.42,,,,75.2363,7.62,5.979,7.44849
HD 206610 b,HD 206610,1,1,2009,673.2,1.74,,,647.10188,2.036,0.1,,,,,,4842,6.12,1.55,,,3.22,147.192,8.34,5.952,8.06506
HD 206893 b,HD 206893,1,2,2021,9350,9.6,14.011,1.25,8899.1954,28,0.14,,1429,146.8,,F5 V,,,1.32,,,,40.7583,6.68804,5.593,6.56783
HD 206893 c,HD 206893,1,2,2022,2090,3.53,16.365,1.46,4036.42077,12.7,0.41,,1182,150.9,,F5 V,,,1.32,,,,40.7583,6.68804,5.593,6.56783
HD 207496 b,HD 207496,1,1,2023,6.441008,0.0629,2.25,0.201,6.1,0.01919,0.231,72.9,743,88.79,,K2.5 V,4819,0.77,0.8,0.095,[Fe/H],4.51,23.606,8.23,5.967,7.97255
HD 20781 b,HD 20781,2,5,2019,5.3135,0.0529,,,1.93,0.0061,0.1,,,,,K0 V,5256,,0.7,-0.11,[Fe/H],4.37,35.9715,8.48,6.553,8.2372
HD 20781 c,HD 20781,2,5,2019,13.8905,0.1004,,,5.33,0.0168,0.09,,,,,K0 V,5256,,0.7,-0.11,[Fe/H],4.37,35.9715,8.48,6.553,8.2372
HD 20781 d,HD 20781,2,5,2019,29.158,0.1647,,,10.61,0.0334,0.11,,,,,K0 V,5256,,0.7,-0.11,[Fe/H],4.37,35.9715,8.48,6.553,8.2372
HD 20781 e,HD 20781,2,5,2019,85.5073,0.3374,,,14.03,0.0442,0.06,,,,,K0 V,5256,,0.7,-0.11,[Fe/H],4.37,35.9715,8.48,6.553,8.2372
HD 20782 b,HD 20782,2,5,2006,597.0643,1.3649,,,472.83,1.4878,0.95,,,,,,5782.13,1.13,1.04,-0.054,[M/H],4.35,35.9864,7.36,5.827,7.19283
HD 207832 b,HD 207832,3,2,2012,160.07,0.586,,,177.9848,0.56,0.197,,,,,G5 V,5726,0.89,1.05,0.14,[Fe/H],,58.9291,8.78,7.207,8.61176
HD 207832 c,HD 207832,3,2,2012,1155.7,2.112,,,232.0159,0.73,0.27,,,,,,5710,0.9,0.94,,,,58.9291,8.78,7.207,8.61176
HD 207897 b,HD 207897,1,1,2021,16.202159,0.1163,2.501,0.223,14.4,0.04531,0.047,26.5,632,88.757,,K0 V,5070,0.78,0.8,-0.042,[Fe/H],4.56,28.2938,8.37,6.312,8.13037
HD 20794 b,HD 20794,1,4,2011,18.315,0.1207,,,2.7,0.0085,0,,660,90,,G8 V,5401,,0.7,-0.4,[Fe/H],4.22,6.00278,4.26,2.636,4.06635
HD 20794 c,HD 20794,1,4,2011,40.114,0.2036,,,2.4,0.0076,0,,508,90,,G8 V,5401,,0.7,-0.4,[Fe/H],4.22,6.00278,4.26,2.636,4.06635
HD 20794 d,HD 20794,1,4,2011,90.309,0.3499,,,4.8,0.015,0,,388,90,,G8 V,5401,,0.7,-0.4,[Fe/H],4.22,6.00278,4.26,2.636,4.06635
HD 20794 e,HD 20794,1,4,2017,147.02,0.509,,,4.77,0.01501,0.29,,,,,G8,,,0.81,,,,6.00278,4.26,2.636,4.06635
HD 208487 b,HD 208487,1,1,2004,130.08,0.524,,,165.265,0.52,0.24,,,,,,6067,,1.13,0.022,[Fe/H],4.33,45.147,7.47,6.159,7.33164
HD 208527 b,HD 208527,1,1,2012,875.5,2.1,,,3146.4,9.9,0.08,,,,,M1 III,4035,51.1,1.6,-0.09,[Fe/H],1.4,312.202,6.38984,2.224,5.61607
HD 20868 b,HD 20868,1,1,2008,380.85001,0.95,,,397.2875,1.25,0.75,,,,,,4802,0.76,0.39,0.05,[Fe/H],4.26,47.7223,9.92,7.543,9.61323
HD 208897 b,HD 208897,1,1,2017,358.27,1.063,,,379.48712,1.194,0.02,,,,,K0,4860,4.98,1.25,0.21,[Fe/H],3.13,67.4872,6.50821,4.198,6.23739
HD 209458 b,HD 209458,1,1,1999,3.52474859,,15.581,1.39,232.0159,0.73,0,,,86.71,,,6091,1.19,1.23,0.01,[Fe/H],4.45,48.3016,7.65,6.308,7.50866
HD 210193 b,HD 210193,1,1,2019,649.918,1.487,,,153.1,0.4817,0.24,,,,,G3 V,5790,,1.04,,,,42.2029,7.83,6.31,7.6687
HD 210277 b,HD 210277,1,1,1998,442.19,1.13,,,410.0007,1.29,0.48,,,,,,5538,1.07,1.01,0.22,[Fe/H],4.38,21.2985,6.54348,4.799,6.34701
HD 210702 b,HD 210702,1,1,2007,355.5,1.079,,,481.51004,1.515,0.071,,,,,K1 IV,4912,4.54,1.33,-0.02,[Fe/H],3.23,54.1963,5.93022,3.984,5.6807
HD 211403 b,HD 211403,1,1,2021,223.8,0.768,,,1760.76937,5.54,0.084,3.44,380,,,F7 V,6273,1.21,1.2,0.18,[Fe/H],4.3,83.0919,8.48,7.244,8.34865
HD 211810 b,HD 211810,1,1,2018,1558,2.656,,,212.9461,0.67,0.68,,,,,G5,5652,1.13,1.03,0.17,[Fe/H],,64.6353,8.59,6.969,8.417831
HD 211970 b,HD 211970,1,1,2019,25.201,0.143,,,13,0.0409,0.15,,,,,K7 V,4127,,0.61,,,,13.1277,10.24,5.663,8.40444
HD 212301 b,HD 212301,2,1,2005,2.24571,0.03,,,162.0933,0.51,0,,,,,,6239,1.16,1.55,0.18,[Fe/H],4.5,54.2304,7.76,6.466,7.63495
HD 212771 b,HD 212771,1,1,2009,380.7,1.19,,,759.6137,2.39,0.076,,,,,,5003,5.27,1.56,,,3.31,111.155,7.6,5.496,7.35208
HD 213240 b,HD 213240,2,1,2001,882.70001,1.89,,,1773.4914,5.58,0.42,,,,,,5979,1.51,1.57,0.15,[Fe/H],4.27,40.8707,6.81,5.354,6.65761
HD 213472 b,HD 213472,1,1,2021,17000,13,,,1112.39942,3.5,0.53,,,,,,5729.54,1.43,1.05,0.125,[Fe/H],4.14,64.4527,8.17,6.609,8.01189
HD 213519 b,HD 213519,1,1,2022,11.12214,0.099,,,9.21702,0.029,0.413,,,,,,,,1.05,,,,41.0014,7.68,6.14,7.51625
HD 213885 b,HD 213885,1,2,2019,1.008035,0.02012,1.745,0.156,8.83,0.02778,0,,2128,80.09,,G,5978,1.1,1.07,-0.04,[Fe/H],4.38,48.0883,7.95,6.419,7.80173
HD 213885 c,HD 213885,1,2,2019,4.78503,0.056798,,,19.95,0.06277,0,,1265,,,G,5978,1.1,1.07,-0.04,[Fe/H],4.38,48.0883,7.95,6.419,7.80173
HD 21411 b,HD 21411,1,1,2019,84.288,0.362,,,65.9,0.20734,0.4,,,,,G8 V,5605,,0.89,,,,29.1328,7.88,6.131,7.68183
HD 214823 b,HD 214823,2,1,2016,1854.84424,3.08,,,5914.78665,18.61,0.161,,,99.51,,,,,1.11,,,,101.368,8.06,6.64,7.91589
HD 215152 b,HD 215152,1,4,2018,5.75999,0.057638,,,1.819,0.00572,0,,,,,K3 V,4935,0.73,0.77,-0.1,[Fe/H],4.4,21.5974,8.11,5.775,7.80163
HD 215152 c,HD 215152,1,4,2018,7.28243,0.067393,,,1.72,0.00541,0,,,,,K3 V,4935,0.73,0.77,-0.1,[Fe/H],4.4,21.5974,8.11,5.775,7.80163
HD 215152 d,HD 215152,1,4,2018,10.86499,0.08799,,,2.801,0.00881,0,,,,,K3 V,4935,0.73,0.77,-0.1,[Fe/H],4.4,21.5974,8.11,5.775,7.80163
HD 215152 e,HD 215152,1,4,2018,25.1967,0.15417,,,2.877,0.00905,0,,,,,K3 V,4935,0.73,0.77,-0.1,[Fe/H],4.4,21.5974,8.11,5.775,7.80163
HD 215497 b,HD 215497,1,2,2009,3.93404,0.05,,,6.3566,0.02,0.16,,,,,,5110,0.85,0.67,0.2,[Fe/H],4.4,40.5468,8.96,6.784,8.68605
HD 215497 c,HD 215497,1,2,2009,566,1.31,,,111.23994,0.35,0.47,,,90,,K3 V,,,0.92,,,,40.5468,8.96,6.784,8.68605
HD 216435 b,HD 216435,1,1,2002,1311,2.56,,,400.4,1.26,0.07,,,,,,5999,,1.3,0.244,[Fe/H],4.15,32.9834,6.03,4.612,5.88357
HD 216437 b,HD 216437,1,1,2002,1359,2.57,,,1334.87931,4.2,0.31,,,148,,G1 V,,,1.22,,,,26.6902,6.04,4.518,5.89397
HD 216520 b,HD 216520,1,2,2020,35.45,0.198,,,10.26,0.03228,0.09,,,,,,5103,0.76,0.82,-0.16,[Fe/H],4.54,19.552,7.53,5.449,7.27896
HD 216520 c,HD 216520,1,2,2020,154.43,0.528,,,9.44,0.0297,0.12,,,,,,5103,0.76,0.82,-0.16,[Fe/H],4.54,19.552,7.53,5.449,7.27896
HD 216536 b,HD 216536,1,1,2015,148.60001,0.61,,,333.7215,1.05,0.38,,,,,,4639,9.83,0.81,-0.17,[Fe/H],2.36,376.233,9.229,6.496,8.88324
HD 216770 b,HD 216770,1,1,2003,118.45,0.46,,,181.1631,0.57,0.37,,,,,,5399,0.93,0.74,0.27,[Fe/H],4.37,36.6625,8.11,6.311,7.91638
HD 21693 b,HD 21693,1,2,2019,22.6786,0.1455,,,8.23,0.0259,0.12,,,,,G8 V,5430,,0.8,0,[Fe/H],4.37,33.255,7.95,6.193,7.75701
HD 21693 c,HD 21693,1,2,2019,53.7357,0.2586,,,17.37,0.0547,0.07,,,,,G8 V,5430,,0.8,0,[Fe/H],4.37,33.255,7.95,6.193,7.75701
HD 217107 b,HD 217107,1,2,1998,7.12682,0.08,,,413.179,1.3,0.13,,,,,,5622,1.11,1,0.36,[Fe/H],4.34,20.0619,6.155,4.536,5.96401
HD 217107 c,HD 217107,1,2,2005,4270,5.32,,,826.32,2.6,0.517,,,,,,5575,1.2,0.98,0.28,[M/H],4.27,20.0619,6.155,4.536,5.96401
HD 21749 c,GJ 143,1,2,2019,7.78993,0.0695,0.892,0.08,3.7,0.01164,,,701,88.9,,K4.5,4640,0.69,0.73,0.003,[Fe/H],4.61,16.32,8.08,5.375,7.67906
HD 217786 b,HD 217786,2,2,2011,1301.36009,2.446,,,4402.55909,13.852,0.311,,,69.767,,,,,1.14,,,,55.4847,7.78,6.352,7.63573
